agent_ip,src_ip,dest_ip,src_port,dest_port,proto,bytes_to_server,bytes_to_client,pkts_to_server,pkts_to_client,rule_level,total_bytes,total_packets,avg_packet_size,byte_asymmetry,packet_asymmetry,proto_num,src_ip_num,dest_ip_num,port_diff,log_bytes,log_packets,label,lof_pred,lof_score
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,946,0,11,0,3,946,11,78.83333333333333,0.9989440337909188,0.9166666666666666,2.0,15,33,0.0,6.853299093186078,2.4849066497880004,0,0,3.8371679981177906
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,1806,0,21,0,3,1806,21,82.0909090909091,0.9994465965688988,0.9545454545454546,2.0,15,33,0.0,7.499423290592229,3.091042453358316,0,0,6.005563079650797
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,2666,0,31,0,3,2666,31,83.3125,0.9996250468691412,0.96875,2.0,15,33,0.0,7.888709524182015,3.4657359027997265,0,0,7.272152696385956
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,3526,0,41,0,3,3526,41,83.95238095238095,0.999716472923164,0.9761904761904762,2.0,15,33,0.0,8.168202930236053,3.737669618283368,0,0,10.910476891613197
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,4386,0,51,0,3,4386,51,84.34615384615384,0.9997720537953044,0.9807692307692308,2.0,15,33,0.0,8.386400901166214,3.951243718581428,0,0,9.831465428375557
10.21.232.55,10.21.232.55,10.24.0.193,56501.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-56448.0,4.890349128221754,0.6931471805599453,0,0,0.9875428410870597
10.21.232.55,10.24.0.193,10.21.232.55,53.0,37551.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,37498.0,5.796057750765372,1.0986122886681096,0,0,0.9906459024969185
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,5246,0,61,0,3,5246,61,84.61290322580645,0.9998094149037544,0.9838709677419356,2.0,15,33,0.0,8.565411763686711,4.127134385045092,0,0,6.576841047125688
10.21.232.55,10.21.232.55,10.24.0.193,37867.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-37814.0,4.890349128221754,0.6931471805599453,0,0,0.9930414842255202
10.21.232.55,10.24.0.193,10.21.232.55,53.0,37867.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,37814.0,5.796057750765372,1.0986122886681096,0,0,0.9777988652011695
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.236.69,10.21.239.255,59845.0,59870.0,UDP,215,0,1,0,3,215,1,107.5,0.9953703703703703,0.5,2.0,23,33,25.0,5.375278407684165,0.6931471805599453,0,0,0.9466589590641087
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.55,10.24.0.193,38937.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-38884.0,4.890349128221754,0.6931471805599453,0,0,1.0058119428059413
10.21.232.55,10.24.0.193,10.21.232.55,53.0,38937.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,38884.0,5.796057750765372,1.0986122886681096,0,0,1.0468035347765896
10.21.232.55,10.21.232.55,10.24.0.193,35143.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-35090.0,4.890349128221754,0.6931471805599453,0,0,1.0211518948062959
10.21.232.55,10.24.0.193,10.21.232.55,53.0,35143.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,35090.0,5.796057750765372,1.0986122886681096,0,0,1.058879869660443
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.233.187,10.21.239.255,58792.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,19,33,-36570.0,4.262679877041316,0.6931471805599453,0,0,1.018331828782153
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.236.69,10.21.239.255,52886.0,59870.0,UDP,205,0,1,0,3,205,1,102.5,0.9951456310679612,0.5,2.0,23,33,6984.0,5.327876168789581,0.6931471805599453,0,0,1.0130273796609008
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.55,10.24.0.193,51620.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-51567.0,4.890349128221754,0.6931471805599453,0,0,1.046014514133125
10.21.232.55,10.24.0.193,10.21.232.55,53.0,51620.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,51567.0,5.796057750765372,1.0986122886681096,0,0,1.0036337529814912
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.55,10.24.0.193,42952.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-42899.0,4.890349128221754,0.6931471805599453,0,0,0.9931605399707193
10.21.232.55,10.24.0.193,10.21.232.55,53.0,42952.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,42899.0,5.796057750765372,1.0986122886681096,0,0,0.9946547779660211
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.55,10.24.0.193,33254.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-33201.0,4.890349128221754,0.6931471805599453,0,0,1.2080535157488064
10.21.232.55,10.24.0.193,10.21.232.55,53.0,33254.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,33201.0,5.796057750765372,1.0986122886681096,0,0,1.1924416444238815
10.21.232.55,10.21.232.55,10.24.0.193,36606.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-36553.0,4.890349128221754,0.6931471805599453,0,0,1.0443334710283592
10.21.232.55,10.24.0.193,10.21.232.55,53.0,33232.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,33179.0,5.796057750765372,1.0986122886681096,0,0,1.2026065479882617
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.55,10.24.0.193,52370.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-52317.0,4.890349128221754,0.6931471805599453,0,0,0.9455024723352432
10.21.232.55,10.24.0.193,10.21.232.55,53.0,52370.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,52317.0,5.796057750765372,1.0986122886681096,0,0,0.9845355169409566
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,1.0
10.21.232.55,10.42.58.244,10.21.232.190,54014.0,7680.0,TCP,66,0,1,0,3,66,1,33.0,0.9850746268656716,0.5,1.0,27,16,-46334.0,4.204692619390966,0.6931471805599453,0,0,0.9594053700561964
10.21.232.55,10.42.58.244,10.21.232.190,54012.0,7680.0,TCP,264,0,4,0,3,264,4,52.8,0.9962264150943396,0.8,1.0,27,16,-46332.0,5.579729825986222,1.6094379124341005,0,0,1.0092042781130774
10.21.232.55,10.42.58.244,10.21.232.190,54012.0,7680.0,TCP,330,0,5,0,3,330,5,55.0,0.9969788519637462,0.8333333333333334,1.0,27,16,-46332.0,5.802118375377063,1.791759469228055,0,0,1.0098003890575797
10.21.232.55,10.42.58.244,10.21.232.190,54130.0,7680.0,TCP,66,0,1,0,3,66,1,33.0,0.9850746268656716,0.5,1.0,27,16,-46450.0,4.204692619390966,0.6931471805599453,0,0,0.9594053700561964
10.21.232.55,10.42.58.244,10.21.232.190,54135.0,7680.0,TCP,264,0,4,0,3,264,4,52.8,0.9962264150943396,0.8,1.0,27,16,-46455.0,5.579729825986222,1.6094379124341005,0,0,1.0092403057269226
10.21.232.55,10.42.58.244,10.21.232.190,54124.0,7680.0,TCP,330,0,5,0,3,330,5,55.0,0.9969788519637462,0.8333333333333334,1.0,27,16,-46444.0,5.802118375377063,1.791759469228055,0,0,1.0098336407676418
10.21.232.55,10.42.58.244,10.21.232.190,54252.0,7680.0,TCP,66,0,1,0,3,66,1,33.0,0.9850746268656716,0.5,1.0,27,16,-46572.0,4.204692619390966,0.6931471805599453,0,0,0.9594136004294256
10.21.232.55,10.42.58.244,10.21.232.190,54251.0,7680.0,TCP,264,0,4,0,3,264,4,52.8,0.9962264150943396,0.8,1.0,27,16,-46571.0,5.579729825986222,1.6094379124341005,0,0,1.0092738332163733
10.21.232.55,10.42.58.244,10.21.232.190,54249.0,7680.0,TCP,330,0,5,0,3,330,5,55.0,0.9969788519637462,0.8333333333333334,1.0,27,16,-46569.0,5.802118375377063,1.791759469228055,0,0,1.0098702659493966
10.21.232.55,10.42.58.244,10.21.232.190,54274.0,7680.0,TCP,66,0,1,0,3,66,1,33.0,0.9850746268656716,0.5,1.0,27,16,-46594.0,4.204692619390966,0.6931471805599453,0,0,0.9594150439005211
10.21.232.55,10.42.58.244,10.21.232.190,54267.0,7680.0,TCP,264,0,4,0,3,264,4,52.8,0.9962264150943396,0.8,1.0,27,16,-46587.0,5.579729825986222,1.6094379124341005,0,0,1.0092784233797507
10.21.232.55,10.42.58.244,10.21.232.190,54274.0,7680.0,TCP,330,0,5,0,3,330,5,55.0,0.9969788519637462,0.8333333333333334,1.0,27,16,-46594.0,5.802118375377063,1.791759469228055,0,0,1.009877529350664
